date,long sleeves,culottes,miniskirt,short sleeves,printed,short cardigan,solid colours,trapeze dress,sleeveless,long cardigan,sheath dress,short coat,medium coat,doll dress,long dress,shorts,long coat,tracksuit,drop sleeve,patterned,kimono dress,medium cardigan,shirt dress,maxi,capris,gitana skirt,long duster,yellow,brown,blue,grey,green,black,red,white,orange,violet,acrylic,scuba crepe,tulle,angora,faux leather,georgette,lurex,nice,crepe,satin cotton,silky satin,fur,matte jersey,plisse,velvet,lace,cotton,piquet,plush,bengaline,jacquard,frise,technical,cady,dark jeans,light jeans,ity,plumetis,polyviscous,dainetto,webbing,foam rubber,chanel,marocain,macrame,embossed,heavy jeans,nylon,tencel,paillettes,chambree,chine crepe,muslin cotton or silk,linen,tactel,viscose twill,cloth,mohair,mutton,scottish,milano stitch,devore,hron,ottoman,fluid,flamed,fluid polyviscous,shiny jersey,goose
12/19/2016,65,47,41,43,60,17,26,36.4,58,46,44,83,36,53,70,37,54,49,47,63,26,36,66.6,69,24,0,36,74,65,79,16,80,27,60,86,58,54,78,0,64,65,55,31,26,20,34,39,21,80,0,44,100,69,71,23,64,43,67,68,68,20,55,64,70,43,-1,0,40,32,85,76,51,55,42,78,37,28,32,43,-1,50,51,0,81,77,49,53,0,12,17,56,78,48,-1,35,58
12/26/2016,61,47,54,52,54,47,13,14.6,62,66,59,64,47,67,74,39,53,51,12,68,32,18,76.8,71,22,0,47,74,62,80,18,72,28,57,85,60,58,72,0,62,73,61,34,19,19,36,33,75,84,19,48,83,79,80,21,54,48,78,76,59,17,97,61,78,39,-1,0,41,58,80,79,50,68,9,75,58,32,99,44,-1,58,50,0,84,70,55,54,0,27,20,77,67,74,-1,0,55
1/2/2017,59,48,44,59,62,58,51,44.8,60,65,62,67,30,58,73,36,56,38,46,94,34,18,65.2,71,32,0,45,74,72,79,19,76,26,57,80,60,55,69,0,63,72,55,28,28,18,34,12,20,71,71,47,61,75,85,21,44,14,80,71,78,19,73,74,91,46,-1,91,41,70,69,73,50,60,40,81,41,17,31,48,-1,64,28,0,86,64,50,61,0,27,22,78,76,38,-1,0,45
1/9/2017,54,35,43,38,63,49,24,26,51,53,52,64,42,53,86,35,51,39,11,61,32,0,69.6,67,26,0,52,75,68,78,17,84,25,56,79,58,58,66,0,71,61,53,28,22,18,35,35,57,67,0,36,61,78,72,33,39,61,79,69,87,27,61,59,83,24,-1,0,59,51,63,62,56,77,60,78,55,15,29,19,-1,63,44,0,81,62,45,58,0,36,9,76,81,32,-1,32,42
1/16/2017,53,56,52,87,66,24,47,31.6,60,75,58,46,32,56,83,38,42,42,32,88,37,0,68.6,67,37,0,56,77,64,81,18,87,26,55,86,60,59,69,17,73,65,56,28,20,18,38,47,38,62,17,45,60,78,69,32,41,19,81,69,81,27,60,83,79,29,-1,0,58,53,63,75,58,79,23,78,42,16,0,32,-1,61,54,0,81,59,52,61,36,34,13,74,79,72,-1,0,40
1/23/2017,54,45,46,61,62,27,48,26,68,65,65,50,66,52,82,39,39,38,43,81,38,16,75.8,68,33,0,42,77,66,78,19,83,25,56,83,56,51,69,0,72,74,41,29,22,18,47,30,9,61,51,40,62,79,70,24,43,29,74,72,86,24,54,76,72,44,-1,0,57,64,65,75,58,59,38,78,49,18,0,52,-1,62,66,0,82,63,55,69,0,27,24,76,84,43,-1,0,37
1/30/2017,55,44,42,52,67,44,47,39.6,57,49,63,45,32,74,83,39,36,35,42,71,40,0,75,68,31,0,46,78,62,75,21,90,25,57,79,58,55,69,0,80,68,41,27,26,20,95,77,38,59,0,54,69,80,73,35,41,33,74,69,83,25,70,83,79,24,-1,0,45,71,66,76,51,72,23,78,42,15,29,26,-1,66,47,0,84,59,50,63,36,24,20,76,83,36,-1,32,34
2/6/2017,50,49,49,47,67,29,0,31,60,49,59,57,27,58,82,39,33,35,31,86,34,0,76,66,35,0,41,80,61,73,27,76,26,58,81,57,58,65,17,79,65,44,31,25,19,54,35,37,56,50,51,73,78,72,34,40,13,68,67,82,21,65,75,95,38,-1,86,50,44,70,71,52,77,22,79,45,15,0,32,-1,61,46,46,81,65,49,61,35,29,18,71,83,68,-1,0,34
2/13/2017,48,57,53,59,64,38,47,46.8,54,46,73,33,14,48,74,42,34,34,63,85,38,16,74,65,30,0,55,78,60,72,27,75,25,58,80,54,64,63,17,72,57,41,31,25,19,43,40,28,55,17,38,66,77,72,31,40,25,59,64,77,23,66,67,84,24,-1,0,53,54,65,67,57,63,22,78,46,15,0,45,-1,64,55,0,85,63,51,60,0,24,15,73,85,49,-1,0,34
2/20/2017,48,55,38,58,64,45,24,57,63,56,89,48,18,59,78,44,26,36,42,86,40,16,74,73,45,0,32,79,62,74,23,76,26,57,79,56,70,71,0,72,56,48,30,27,19,43,41,56,53,33,52,57,81,79,28,41,16,69,62,85,21,50,78,63,29,-1,0,53,85,64,73,58,71,45,81,48,12,0,6,-1,65,36,46,83,56,54,63,0,35,24,75,84,53,-1,63,33
2/27/2017,53,52,40,76,69,41,23,23.2,68,60,73,45,23,53,80,47,27,36,10,80,41,16,76.8,72,42,0,96,80,63,75,20,76,26,60,82,57,67,69,0,80,50,40,32,21,18,52,46,46,52,65,58,56,81,75,30,38,19,76,70,89,32,55,81,89,33,-1,84,65,64,63,70,65,62,58,76,46,13,0,57,-1,67,21,0,81,43,45,64,0,26,24,71,87,56,-1,0,32
3/6/2017,50,52,37,68,72,32,34,42.4,67,54,66,42,45,50,85,48,29,33,41,82,38,31,84.6,74,47,0,76,80,59,73,19,73,24,56,80,58,57,71,0,75,52,44,27,20,21,37,34,9,53,80,39,56,79,74,31,38,34,74,70,82,29,64,78,90,51,-1,0,66,59,68,68,61,72,36,75,40,16,0,43,-1,67,52,44,85,45,51,65,34,26,18,84,85,41,-1,30,30
3/13/2017,47,56,50,46,67,23,57,41.6,65,56,74,37,40,46,75,49,27,32,92,89,46,0,77,71,47,0,67,77,58,73,18,77,23,55,78,55,60,69,16,82,47,42,23,24,19,36,34,27,48,32,43,56,77,74,25,39,18,70,61,82,22,61,86,76,14,-1,0,68,65,69,70,65,69,36,75,43,14,0,31,-1,68,46,44,82,54,51,72,0,29,27,80,86,48,-1,30,33
3/20/2017,49,53,47,65,69,33,0,52.8,78,58,52,36,14,40,78,50,29,34,11,73,46,16,78.8,74,43,0,55,82,61,75,18,76,24,64,81,58,63,70,0,84,57,40,28,23,19,38,52,28,46,66,56,53,75,76,35,36,54,61,66,83,22,63,63,78,33,-1,0,47,63,64,69,61,78,37,81,45,14,0,19,-1,72,41,0,88,54,51,58,0,26,29,69,84,57,-1,0,30
3/27/2017,46,57,63,57,69,42,36,33.4,72,51,82,24,33,60,77,54,24,34,54,83,59,0,80.4,73,54,0,37,85,60,74,17,74,25,58,80,55,63,71,17,74,56,37,28,22,19,37,41,28,44,17,52,53,79,76,39,40,32,67,67,85,30,57,77,79,34,-1,0,54,46,66,62,64,59,38,77,60,15,0,45,-1,73,44,47,85,40,48,64,0,21,27,71,89,54,-1,0,28
4/3/2017,48,54,36,74,71,48,83,54.2,74,41,91,43,32,56,78,54,24,33,53,71,52,32,88.8,77,59,0,74,85,57,79,17,75,24,59,81,55,61,71,0,76,56,44,30,23,19,34,35,56,42,33,54,53,79,78,26,43,57,65,56,81,22,54,75,92,43,-1,0,57,67,64,69,69,77,52,80,57,14,0,45,-1,75,45,0,85,44,52,59,0,16,18,66,86,53,-1,31,26
4/10/2017,48,67,51,80,68,53,37,39.6,78,55,78,35,33,54,78,61,23,32,33,91,52,33,92,82,62,0,48,88,60,81,17,76,25,61,84,56,63,71,0,81,54,38,31,19,19,37,12,58,44,17,66,53,78,78,33,42,33,71,60,79,23,84,78,83,45,-1,0,64,74,64,69,68,65,15,77,57,19,0,20,-1,76,31,0,88,40,59,59,0,21,15,65,87,66,-1,0,28
4/17/2017,47,61,44,60,67,63,35,77.6,83,56,74,34,32,55,69,57,18,31,53,76,52,32,80,79,65,0,32,84,61,79,17,78,24,58,82,56,63,71,51,76,62,36,27,27,18,36,47,47,43,85,44,54,86,77,33,40,36,76,57,79,25,53,75,70,10,-1,0,62,64,64,69,65,69,15,78,58,11,0,26,-1,77,69,0,88,54,56,70,36,26,31,66,89,54,-1,32,29
4/24/2017,45,64,47,56,71,66,71,56.4,78,60,95,32,46,63,78,58,24,33,32,78,61,16,89.4,76,59,0,83,85,59,79,18,75,25,58,81,58,60,74,34,86,58,36,32,20,19,36,47,28,42,50,66,51,84,77,43,40,48,61,65,80,23,51,74,75,10,-1,0,60,65,64,70,67,55,37,80,61,10,0,26,-1,77,49,46,84,38,50,64,35,29,22,68,86,75,-1,0,25
5/1/2017,47,56,45,71,70,75,35,59.6,80,58,81,28,42,54,82,59,24,36,53,85,61,16,91,77,61,0,37,85,61,80,17,80,25,58,86,57,60,72,0,78,52,35,27,21,21,42,35,28,44,34,56,51,81,79,35,41,42,60,64,78,24,59,75,83,10,-1,0,71,51,64,72,65,60,45,82,77,17,29,39,-1,81,50,0,83,45,49,66,0,32,19,64,83,32,-1,0,28
5/8/2017,47,66,44,65,69,57,95,66.6,78,41,79,38,28,55,75,60,22,28,64,71,70,0,83.6,78,61,0,42,86,60,81,17,76,27,57,85,56,55,71,17,80,54,31,30,28,19,40,35,28,41,82,59,49,75,77,36,38,35,75,59,80,21,63,86,77,29,-1,0,48,58,65,70,69,79,22,77,60,13,0,38,-1,75,45,0,84,46,52,58,70,27,17,67,84,39,-1,0,26
5/15/2017,43,69,48,80,67,63,38,50.8,76,43,57,31,15,56,70,70,17,34,56,82,65,0,85.8,76,76,0,34,87,57,87,17,78,25,58,81,56,53,71,0,77,48,34,27,25,19,35,31,70,45,35,63,49,76,79,37,39,48,75,68,79,24,46,56,87,26,-1,0,63,51,63,72,68,66,32,73,69,14,0,41,-1,76,51,0,84,36,49,61,0,24,19,60,81,23,-1,0,25
5/22/2017,41,89,47,68,66,100,25,62.6,74,56,60,32,45,56,72,76,20,29,11,76,72,0,90,81,59,0,55,82,57,81,16,76,24,57,83,53,51,72,37,70,53,36,33,19,18,35,38,51,40,18,70,50,77,79,36,38,63,59,57,79,21,64,72,70,16,-1,0,56,50,60,64,72,67,41,79,72,10,31,28,-1,82,63,0,86,40,52,67,77,21,6,62,82,50,-1,0,25
5/29/2017,43,83,56,72,60,65,77,45,87,41,66,22,30,53,75,82,18,29,57,80,58,0,87.2,83,70,0,40,85,58,79,16,75,24,59,82,57,50,69,18,65,52,36,29,21,18,36,50,20,39,18,67,48,75,80,34,38,21,60,67,77,26,65,74,76,15,-1,0,70,65,60,80,63,64,48,80,66,14,31,48,-1,83,42,49,85,37,56,61,0,24,20,64,79,42,-1,34,27
6/5/2017,45,71,51,74,61,79,0,56,85,58,69,27,10,48,71,75,23,31,45,84,82,17,90,78,82,0,49,84,57,77,15,76,26,58,80,63,61,74,0,68,58,32,30,24,18,36,25,10,40,18,51,48,78,79,39,39,54,64,64,78,19,58,62,74,5,-1,0,56,65,62,65,66,52,47,78,61,17,0,34,-1,79,40,0,85,46,55,73,0,18,12,63,82,38,-1,33,25
6/12/2017,44,70,33,60,64,41,63,53,90,41,59,19,15,55,71,82,17,31,68,76,71,0,89.4,80,66,0,44,88,59,77,15,76,27,57,81,71,65,76,0,65,57,25,32,17,19,36,43,50,39,35,66,49,72,82,40,38,24,65,61,78,25,55,78,76,36,-1,0,64,72,63,70,65,64,0,77,67,12,31,55,-1,84,40,0,90,42,60,57,0,31,23,68,82,53,-1,0,25
6/19/2017,42,87,37,75,63,40,12,76.6,92,27,78,26,10,60,72,90,14,27,77,73,69,17,91.8,88,78,0,33,88,60,76,15,75,25,58,83,62,60,73,0,65,51,28,31,16,19,35,30,10,40,17,72,47,72,80,30,42,56,65,54,78,21,60,66,63,15,-1,0,49,43,64,72,70,69,23,75,64,15,0,33,-1,90,53,0,88,35,63,55,0,36,14,56,81,41,-1,0,24
6/26/2017,42,77,52,57,62,65,77,56.6,76,41,50,23,30,53,67,77,17,31,23,89,66,0,81,81,70,0,40,89,66,81,16,75,25,63,86,64,58,76,0,65,58,26,33,19,20,37,51,31,43,55,75,51,73,79,46,43,42,80,60,79,18,61,68,84,37,-1,0,56,67,63,71,65,77,25,80,80,18,64,49,-1,82,52,51,94,36,59,58,0,23,18,56,81,55,-1,34,25
7/3/2017,42,87,52,79,66,55,52,56.6,90,39,66,25,51,52,65,79,18,31,46,68,59,0,82.8,79,68,0,45,88,63,79,16,78,25,59,82,59,57,74,19,62,57,33,33,28,20,38,13,31,40,55,73,54,72,80,32,44,63,66,55,74,21,60,55,71,37,-1,0,72,63,62,74,74,68,8,74,75,11,64,21,-1,85,39,51,87,37,57,57,0,36,32,65,80,59,-1,0,26
7/10/2017,47,85,43,69,65,52,26,53,87,36,65,28,60,55,70,80,19,32,23,73,53,0,91.4,81,69,0,60,88,61,82,16,79,26,59,85,57,59,79,18,76,52,36,26,24,22,40,63,61,43,36,58,68,75,77,31,43,45,59,54,78,23,45,72,75,10,-1,93,62,59,59,66,64,74,65,77,59,21,0,21,-1,83,47,50,90,48,48,76,0,33,21,64,83,54,-1,34,27
7/17/2017,44,78,100,77,68,55,64,49.4,84,51,90,25,25,49,71,74,17,30,35,84,55,0,81,82,63,0,65,89,60,82,16,75,25,58,84,57,57,83,0,71,53,30,27,19,21,37,63,40,41,18,65,59,73,76,27,42,55,65,59,81,22,42,60,86,21,-1,92,48,78,59,70,79,66,24,76,66,19,0,14,-1,81,49,0,90,40,52,70,0,27,16,64,86,54,-1,0,25
7/24/2017,45,84,52,65,66,51,100,41.6,84,42,67,31,24,57,68,68,18,32,34,91,47,0,83.6,79,56,0,20,91,59,83,17,80,25,60,84,61,63,81,0,70,51,32,31,14,21,40,44,40,44,36,67,63,75,77,35,43,38,73,59,81,25,71,70,83,21,-1,0,65,47,59,72,65,73,32,75,47,16,93,55,-1,81,34,0,87,44,53,57,0,37,6,83,81,38,-1,0,26
7/31/2017,49,72,39,45,68,43,24,32.6,73,62,68,26,38,40,65,66,23,38,11,80,49,0,85.2,71,54,0,28,92,60,85,17,79,25,61,86,58,58,80,35,66,52,42,31,28,21,37,12,39,44,17,56,59,77,76,30,45,47,70,61,79,15,81,85,66,10,-1,0,65,64,60,70,79,60,23,77,71,11,0,27,-1,85,37,0,89,41,50,61,37,28,22,69,81,26,-1,0,27
8/7/2017,54,64,43,67,62,31,48,34.8,67,62,85,26,9,61,73,64,23,37,87,82,53,17,80.2,72,58,0,33,93,59,80,17,76,25,58,85,56,58,77,17,70,50,42,35,24,20,40,48,19,44,86,61,56,76,73,34,46,46,64,57,81,18,66,70,84,10,-1,0,70,67,62,64,72,60,8,75,64,14,0,26,-1,79,33,0,84,46,46,61,36,28,20,79,82,40,-1,32,27
8/14/2017,52,60,57,54,65,63,12,28.2,62,58,62,38,19,50,81,60,24,38,67,82,66,0,83.6,72,52,0,49,94,60,81,17,75,25,59,92,53,62,72,35,66,47,46,31,22,21,38,18,39,44,18,66,55,74,75,33,44,50,58,56,81,25,65,76,67,10,-1,0,69,53,60,62,75,65,31,79,46,15,0,27,-1,74,60,0,86,38,54,61,0,24,29,73,82,67,-1,33,27
8/21/2017,54,92,49,59,62,56,37,61,67,60,74,34,19,68,69,56,23,38,66,71,50,0,78.6,71,53,0,53,93,60,82,17,73,25,60,84,56,62,70,0,68,47,40,31,21,21,36,42,29,44,0,56,51,75,75,27,42,33,57,56,85,23,69,76,77,45,-1,0,52,70,65,62,63,57,23,82,56,12,0,27,-1,70,39,0,86,42,55,60,37,23,17,63,81,81,-1,0,27
8/28/2017,55,54,37,73,66,49,24,32.4,60,66,75,40,19,45,71,55,31,39,44,72,54,0,85,71,48,0,57,95,60,83,16,77,24,59,83,59,59,71,0,72,54,43,28,25,19,38,24,39,50,52,54,56,73,75,42,40,33,69,62,81,26,52,67,78,20,-1,0,57,73,69,61,65,67,31,74,61,11,0,34,-1,70,41,48,88,48,65,62,37,24,23,70,84,26,-1,0,31
9/4/2017,63,48,40,70,62,49,24,18.8,70,72,68,47,14,50,80,51,34,43,33,75,43,33,84.4,71,44,0,57,93,59,82,16,77,24,60,80,59,60,68,52,66,53,45,27,32,19,37,54,48,49,0,52,55,69,74,29,42,50,67,71,83,20,82,88,74,25,-1,0,64,56,71,61,71,70,23,80,72,17,30,33,-1,69,45,0,86,65,80,62,0,25,20,75,83,55,-1,0,33
9/11/2017,65,52,37,55,67,42,24,24,68,73,64,50,5,43,82,46,43,48,32,79,50,0,87.8,67,35,0,51,91,60,81,17,83,24,62,80,60,61,68,17,70,52,48,29,33,19,35,42,29,55,51,51,57,71,76,30,43,52,73,78,84,26,72,62,71,24,-1,0,56,64,70,66,67,64,15,77,57,12,0,26,-1,70,36,0,86,72,57,59,0,29,22,65,83,44,-1,0,34
9/18/2017,68,51,48,48,63,49,24,21.6,68,86,82,57,23,55,93,45,39,43,43,76,50,16,87,68,41,0,56,92,62,73,17,78,25,59,80,58,59,71,34,70,56,49,26,25,18,40,30,28,57,17,49,63,75,81,30,41,49,71,74,84,28,66,70,80,29,-1,87,61,42,67,64,61,79,45,75,54,13,0,13,-1,68,50,0,85,58,49,60,0,29,25,69,85,40,-1,0,35
9/25/2017,67,53,58,66,68,42,72,34.6,65,80,61,68,28,57,89,45,39,47,43,84,56,49,86.6,65,34,0,38,98,59,77,17,79,24,62,80,57,57,69,0,78,57,51,29,24,18,36,24,66,60,34,48,63,72,80,29,40,49,87,68,79,22,66,73,73,15,-1,0,61,55,66,66,67,56,23,75,50,12,88,26,-1,66,52,0,87,63,53,60,0,26,12,72,87,33,-1,32,34
10/2/2017,74,51,35,69,61,21,24,47.6,69,79,64,58,42,72,90,43,43,49,54,76,36,33,95.2,69,35,0,75,91,61,75,17,72,24,61,79,56,60,67,17,83,66,57,31,16,19,36,52,65,60,100,50,59,74,75,37,39,42,74,78,75,27,79,94,88,29,-1,0,52,68,66,63,65,70,22,74,51,17,0,6,-1,66,58,0,85,70,51,60,35,23,25,67,84,57,-1,0,42
10/9/2017,77,54,35,60,67,54,24,34.8,67,77,63,50,42,55,93,44,50,52,74,96,36,32,100,69,31,0,69,94,65,76,18,79,25,62,82,59,57,75,17,80,62,54,33,29,18,38,94,57,66,34,46,62,79,81,34,42,19,72,74,84,25,74,71,79,10,-1,0,72,55,67,63,66,76,91,79,48,16,0,26,-1,68,42,0,88,60,52,61,0,18,10,71,87,65,-1,0,38
10/16/2017,81,54,41,53,67,42,71,41.6,65,91,58,61,51,91,97,42,46,56,53,86,57,0,95.6,69,34,0,23,93,65,72,18,78,26,58,78,57,59,73,0,87,69,67,26,30,19,40,65,66,63,0,49,64,74,73,24,43,58,84,73,75,25,88,82,89,15,-1,0,58,58,64,66,60,61,53,77,49,16,59,20,-1,68,52,0,90,82,55,60,0,19,16,70,88,33,-1,0,35
10/23/2017,82,49,49,68,65,47,0,29.2,68,86,58,66,41,82,93,40,54,58,10,77,37,48,88.2,69,30,0,87,91,64,74,17,78,26,59,81,59,61,75,34,96,60,63,23,29,19,41,52,56,70,33,60,67,74,78,30,43,57,76,64,80,30,66,73,82,10,-1,0,60,59,65,60,67,69,59,77,51,16,0,6,-1,67,53,0,85,65,51,61,0,23,9,76,87,67,-1,31,38
10/30/2017,76,50,45,42,64,27,59,26.4,58,88,50,77,32,53,82,36,55,55,42,78,40,16,76.2,71,26,0,93,87,74,73,17,73,28,56,78,55,60,74,34,78,63,62,31,35,18,46,23,37,74,17,54,68,72,81,24,42,51,84,71,78,26,73,73,82,14,-1,0,47,66,69,69,60,68,22,74,47,18,87,51,-1,62,50,0,88,67,54,59,0,21,16,65,85,39,-1,0,41
11/6/2017,80,51,47,50,68,44,0,37.6,64,85,65,84,59,62,95,36,71,64,41,79,39,31,82,69,30,0,90,86,71,75,19,79,33,57,84,58,58,71,33,64,64,59,30,37,18,39,57,46,82,33,51,75,75,82,31,48,38,80,73,81,32,75,69,64,28,-1,0,72,77,68,70,62,80,73,78,51,18,28,57,-1,70,84,0,91,77,55,59,0,24,20,76,88,59,-1,31,52
11/13/2017,79,59,41,68,70,32,23,55.2,62,84,65,80,76,59,92,37,75,68,51,93,45,16,74.2,70,28,0,72,86,73,74,18,78,41,58,80,58,61,77,33,69,58,71,38,45,18,38,34,46,88,16,42,80,74,83,35,53,34,85,78,81,31,80,80,69,33,-1,0,44,66,71,68,62,85,7,79,52,24,0,57,-1,70,50,45,93,96,46,60,35,17,17,78,86,45,-1,0,53
11/20/2017,88,68,27,57,65,44,58,22.8,67,84,56,75,50,62,89,40,77,82,52,86,45,16,76.6,73,30,0,90,84,81,71,21,86,90,58,82,58,58,71,33,72,65,75,31,48,17,39,51,46,90,0,66,96,74,84,25,63,78,100,81,70,26,84,98,68,61,-1,0,57,70,82,71,59,80,36,78,55,28,28,19,-1,67,54,0,95,78,50,62,0,36,14,75,81,66,-1,0,63
11/27/2017,91,50,40,42,71,37,80,17.8,65,81,55,71,63,69,100,38,72,82,51,77,44,78,82,74,28,0,58,82,68,74,21,75,30,59,83,56,67,76,0,89,65,81,35,46,18,37,23,73,100,16,50,82,76,90,27,62,65,80,70,81,24,85,88,71,23,-1,0,68,85,84,62,60,88,29,84,54,26,28,56,-1,70,62,0,88,94,47,64,0,42,30,74,83,24,-1,0,57
12/4/2017,92,48,36,75,71,27,0,27.8,63,92,59,73,41,63,95,41,74,83,21,68,41,32,80,73,22,0,46,81,66,74,19,73,26,59,84,58,59,77,33,73,73,66,39,58,17,37,46,46,95,66,38,81,74,92,25,72,57,88,66,81,27,78,76,75,19,-1,0,67,54,83,62,57,100,44,81,43,33,0,19,-1,68,51,0,93,70,45,60,35,26,25,70,87,60,-1,0,56
12/11/2017,91,55,34,53,70,55,46,30.8,62,86,63,100,54,60,88,40,80,79,83,71,30,0,83.6,72,26,88,50,80,66,75,18,75,25,59,85,56,60,80,16,72,67,67,39,48,18,38,45,100,99,16,48,78,68,84,20,69,40,85,75,75,27,80,91,68,93,-1,0,48,51,84,58,57,78,29,80,52,33,0,31,-1,64,77,0,91,84,50,67,34,25,17,68,88,31,-1,0,59
12/18/2017,74,47,36,60,63,43,24,12.8,60,67,35,58,53,64,76,38,62,73,33,63,41,100,67.2,75,27,0,72,81,67,72,17,75,25,60,84,57,53,88,17,62,62,59,38,51,18,35,18,66,88,34,46,77,67,79,24,72,58,79,65,68,26,65,81,77,34,-1,0,44,78,85,65,58,85,8,71,39,35,29,13,-1,56,62,0,86,73,54,61,0,17,21,60,79,22,-1,0,61
12/25/2017,72,50,53,62,55,52,26,38.8,61,73,45,76,40,66,79,37,75,80,35,67,44,35,76,80,31,0,76,81,67,79,19,77,28,59,88,57,59,81,18,60,79,68,38,35,17,41,32,20,98,18,79,83,73,100,23,56,31,85,70,55,21,77,78,67,21,-1,0,33,59,83,80,57,82,33,73,38,21,0,28,-1,65,48,0,85,75,61,57,77,22,21,83,79,35,-1,34,71
1/1/2018,68,45,50,61,58,43,24,27.6,63,76,44,77,47,57,86,38,82,58,54,73,52,17,67.4,77,30,0,100,82,63,77,19,74,29,56,80,57,61,79,17,66,66,58,37,34,18,42,36,57,84,0,41,69,72,78,21,49,16,69,70,75,22,71,80,78,10,-1,0,41,73,70,68,65,76,53,72,63,22,29,52,-1,69,46,0,82,66,60,61,0,22,13,86,87,29,-1,0,61
1/8/2018,61,51,39,77,66,28,22,22.8,56,46,46,72,66,51,86,38,56,53,40,77,35,0,66.2,70,26,0,71,81,67,76,19,72,28,56,80,58,100,79,32,76,66,59,32,32,18,38,51,27,74,64,63,66,75,79,22,44,37,73,66,85,22,77,69,68,23,-1,0,56,61,66,69,62,70,22,75,74,14,0,43,-1,63,76,0,85,67,52,62,0,19,14,83,90,65,-1,0,48
1/15/2018,63,48,41,64,64,43,22,9.2,57,66,57,72,35,51,87,37,54,52,71,80,59,0,67.2,71,27,0,62,84,67,77,18,73,27,55,81,57,74,76,32,71,60,52,35,18,18,42,33,35,69,16,56,64,73,77,29,47,51,77,71,82,20,63,77,88,54,-1,0,53,62,66,77,64,61,28,79,53,14,27,55,-1,66,64,43,83,79,59,66,0,24,24,80,85,34,-1,59,46
1/22/2018,62,52,37,59,67,40,34,25.6,61,59,61,51,66,44,84,39,44,51,40,85,51,0,72.8,70,30,0,40,83,66,75,19,72,26,56,80,56,69,73,16,75,63,48,31,26,18,48,33,62,62,31,45,61,71,78,28,42,21,77,74,82,27,79,81,64,18,-1,0,46,55,65,73,60,64,49,73,49,13,27,48,-1,71,67,43,83,77,51,72,0,16,24,78,85,50,-1,29,40
1/29/2018,58,47,40,62,67,34,11,19,63,61,60,50,17,57,75,39,47,51,10,75,52,0,72.8,72,39,0,79,85,61,94,20,71,27,59,80,56,68,71,0,76,52,48,39,27,18,100,38,26,59,31,39,75,72,73,30,42,45,68,72,83,21,75,71,78,27,-1,0,53,74,65,65,66,58,42,73,54,14,27,36,-1,69,73,43,86,61,51,67,0,24,26,79,88,57,-1,29,38
2/5/2018,60,55,34,60,65,39,45,32.8,62,59,64,55,22,50,82,40,47,45,40,85,62,15,70.4,70,36,0,66,84,58,75,24,72,27,57,79,55,64,75,0,66,56,54,37,32,17,66,33,53,62,31,29,70,72,76,20,44,27,80,63,84,21,76,64,81,32,-1,0,67,70,65,67,66,79,91,77,57,17,27,36,-1,69,45,0,90,71,49,61,100,28,18,76,89,37,-1,29,39
2/12/2018,58,52,35,69,63,26,11,17,63,51,61,54,27,48,76,41,38,50,51,69,51,0,69.2,66,40,0,40,84,61,76,24,70,33,61,100,56,67,76,0,71,56,43,51,28,19,58,28,45,55,32,42,69,69,75,26,45,49,67,100,81,33,67,64,68,23,-1,0,62,61,68,71,62,67,22,70,57,15,28,31,-1,67,52,0,91,68,51,63,0,26,17,76,92,41,-1,0,37
2/19/2018,56,44,40,75,67,48,45,12.8,70,54,69,37,26,58,84,48,32,49,40,73,56,0,77.4,72,46,0,52,84,61,78,21,71,37,58,83,54,69,77,32,76,60,45,30,27,19,46,55,36,53,32,45,62,72,79,29,43,46,79,69,84,27,84,84,78,9,-1,0,80,62,64,70,75,72,43,74,56,17,55,49,-1,72,60,0,93,60,56,62,0,21,20,75,87,44,-1,0,34
2/26/2018,56,47,34,62,66,47,22,20.8,64,47,55,46,51,49,81,47,43,51,69,77,52,0,72.6,69,44,0,39,85,60,75,18,71,29,63,81,54,70,75,31,78,60,46,31,32,19,44,54,9,56,47,45,59,75,77,27,42,39,64,61,79,29,52,54,77,40,-1,0,60,57,64,70,75,78,35,72,52,16,0,42,-1,70,50,0,84,63,53,67,33,23,12,78,89,53,-1,0,36
3/5/2018,59,52,33,63,63,42,33,22.6,65,56,56,51,48,47,80,47,36,48,30,75,49,15,83.2,73,47,0,48,89,61,78,18,74,28,61,79,55,69,78,0,73,56,45,31,35,20,41,22,26,53,15,55,58,73,80,31,41,53,67,69,83,24,65,89,62,49,-1,0,74,67,70,63,65,62,48,74,48,15,27,30,-1,75,44,0,86,48,58,65,0,29,20,77,90,60,-1,0,33
3/12/2018,55,56,36,69,72,36,55,18.8,64,51,65,43,9,49,81,47,33,48,20,73,39,15,76.8,72,35,0,74,83,62,77,17,78,27,59,78,54,65,76,48,79,46,38,34,29,19,41,66,9,48,16,66,55,73,80,30,41,54,73,70,80,22,93,80,87,23,-1,0,58,49,65,60,70,64,21,76,57,15,27,36,-1,75,71,43,88,54,53,63,33,19,21,74,89,23,-1,0,32
3/19/2018,57,65,37,85,68,62,56,18.6,73,37,85,47,44,58,86,50,32,51,70,90,62,0,78.8,78,45,0,48,87,61,76,17,74,26,57,84,56,70,77,16,73,55,43,31,29,19,40,66,62,51,32,61,59,74,82,38,43,39,88,64,80,26,70,87,62,32,-1,0,64,62,66,67,67,70,42,74,53,14,27,43,-1,77,53,44,86,58,51,63,34,30,24,73,88,51,-1,30,32
